provider_npi,avg_units_per_line,high_value_cpt_ratio,multi_line_claim_ratio,modifier_usage_rate,same_day_multi_cpt_rate,prior_overpayment_rate,specialty_peer_deviation,had_confirmed_overpayment
2222222222,1.6504305765785108,0.46024401504413676,0.5395648499697869,0.33078257252860976,0.20666788231663566,0.15480525751109375,0.971465822145712,0
3333333333,1.7452973621938221,0.5508046801782488,0.38527281846932393,0.3796394034755766,0.2512307362177487,0.134877143489445,0.9661357754775023,0
1111111111,4.049215016331005,0.8228464121724662,0.6573656594992194,0.5680707869664426,0.3214911604986577,0.2791298329336682,2.3459613509883406,0
2222222222,4.764946219618434,0.6532178747637466,0.7358106464154724,0.680612352077736,0.5668310918526288,0.44690298452899707,2.6757144960417456,1
2222222223,2.187109959823297,0.2665246304967539,0.2442400129809662,0.3053961614973622,0.12206127800583674,0.1358457271343908,-0.49178805926933267,0
2222222222,2.089154736060116,0.363644030493311,0.336519327644127,0.34651226782731026,0.26281639744306245,0.17250217891050684,0.446530234859537,0
3333333331,1.4852144582925304,0.5344926027466863,0.4508744617356776,0.44873521209224604,0.24606926776487284,0.1580008635596109,0.9427301495795491,0
2222222221,1.494334972248594,0.41034353264989315,0.42993788797995364,0.374206416572821,0.18885386242390492,0.11964821025547227,0.038973203843344593,0
2222222223,1.0,0.3784296978168015,0.2739931518939794,0.3131087761585411,0.08547348659886066,0.07628586207125741,-0.45678131333146477,0
1111111112,1.5909178731312448,0.7110614825704872,0.557235663018371,0.49390284699871473,0.19651888729952297,0.2744399847185885,1.9663115038568564,0
3333333333,2.146202263662736,0.6354118183476062,0.6747296893464803,0.5337589673795132,0.3218888574752999,0.5501498016302079,2.816587965099325,1
1111111114,2.9661687408428814,0.5633450035244384,0.7837140161942852,0.5971272629175471,0.37402041684111254,0.4389583075440112,1.2533811350851578,0
3333333333,1.0,0.545530768453939,0.57464146690544,0.27236091480590646,0.15543282245262074,0.14843023164800073,1.3645504873646803,0
2222222221,5.910397685696525,0.8107122765880072,0.05576566031894592,0.360556512263418,0.6875477409152913,0.5509392162486413,2.6059384230137734,0
1111111114,1.8145379585083732,0.5715169122451188,0.6827123718440573,0.46659200088586006,0.4700108774487179,0.29107444217276335,1.9435864644054213,0
1111111113,1.0,0.29235348051425997,0.2635725201157628,0.3871423083736907,0.24975968065061854,0.16905856020680127,1.2212598553611091,0
1111111111,5.358921271881511,0.9064595359239814,0.9426078122212682,0.8819115047806089,0.6778114716976853,0.6146167714370947,3.0,1
1111111114,2.288576674082633,0.8151424704871568,0.6219199249532114,0.6934943010499794,0.5430273945842462,0.4043596290753095,2.2094009855067718,0
1111111112,4.723871806355206,0.7005210488683338,0.592137915042096,0.4391443053242802,0.5759167161641965,0.21009165585800452,1.9342856475900276,0
2222222223,1.4513936474926143,0.26859206667222973,0.4570084673401789,0.3123986934643242,0.25004961806314296,0.06693236695560618,0.24263887991910496,0
1111111112,4.552733733344783,0.8783962421333935,0.6719095575566442,0.717319657528292,0.6645631994269975,0.5361150327361776,2.90519544739018,1
1111111114,2.1497994559789144,0.3513093382100718,0.8553874985299397,0.7551086744465497,0.5921647506786551,0.28109806492209316,1.4777629757922173,0
1111111112,3.627407804056336,0.7812158898034025,0.7019404698468996,0.7575336554763535,0.6101874682763666,0.5670068740206875,3.0,1
3333333332,1.8096956876612953,0.28432832001833125,0.21903672269077795,0.3764522377448943,0.1783771347955137,0.05084585042256703,-0.560006960873921,0
1111111111,4.356354568088128,0.38172947701548865,0.8460521836494983,0.055556169215654205,0.8932973118121769,0.26866117723809524,-2.74474674020711,0
2222222222,3.5574437222746647,0.812196249606617,0.7136169334849513,1.0,0.43646907057636725,0.370526466713951,3.0,1
1111111114,1.2779802774367537,0.5299228804627633,0.6709556219695606,0.7009360425486424,0.5523452675471877,0.4559759090693905,1.901952103777196,0
3333333332,1.0,0.21191656762192634,0.28741294114846333,0.20464939207530958,0.036121568362054296,0.09362272763069304,-0.5873463632388171,0
1111111112,2.857078808087859,0.6934412051643185,0.6147097447480916,0.555150300213218,0.35892668242170633,0.19387278430479155,2.6644103904831953,0
3333333332,1.4512220689019515,0.30636044591038475,0.29111035543615027,0.23362579057067934,0.08777133172621769,0.06964868503961955,-0.680694028621389,0
1111111111,2.9117379300592106,0.6025691740905784,0.645142851120073,0.65517647080537,0.3556181863201104,0.38990130032449566,2.064299683027958,0
3333333333,3.4850364842979156,0.4980971261609844,0.7416064044187884,0.5695008472338741,0.2962989703808126,0.19987797098634658,1.0902493540156235,0
1111111114,2.1772094211390973,0.6134442873426972,0.5804291595114415,0.5683753829697634,0.4161417399832395,0.40435989115091603,1.7446261269512175,0
1111111112,1.8753205408637763,0.7753288272491672,0.45818007773833,0.7376104481002874,0.44128608557410276,0.386094907173391,2.049854295354112,0
3333333333,2.922054310404123,0.34444284270152464,0.3519745037508051,0.44668828319380816,0.4420502717772162,0.24518352478307295,1.7719763082025826,0
2222222223,1.5029960358636936,0.040326790213285696,0.4083828477309273,0.2680336213062728,0.18629411605908736,0.0479771589130089,-0.5297475806970269,0
3333333332,1.5731614750291052,0.13773062980606887,0.3996447932319665,0.13617079231797746,0.16124180479847425,0.043317117957690984,-0.9977284359658932,0
2222222223,1.9536090012976999,0.25102879615613016,0.5356197268332272,0.09668464386554386,0.15461747729723022,0.08168014883883709,-0.2285685947732505,0
1111111113,2.356821798262016,0.49333017421289943,0.6048970560324832,0.31625178205941645,0.41012520567974126,0.16784250508168533,0.8690066322347157,0
1111111112,2.6533021458486643,0.6328042587099229,0.545588918536202,0.6722713518287414,0.4219883847163422,0.3990622150183867,1.850137272901276,0
1111111113,2.4934507802771018,0.6323813257739598,0.5681725954054693,0.21320765189954446,0.2898819315667833,0.16931311322300097,1.4211273903598265,0
3333333331,2.3445765677708073,0.4516517264691704,0.40458549111831926,0.39653170350568084,0.18195933860537003,0.1924173292162721,1.0716744740539417,0
3333333332,2.0002423832718725,0.1253837366683929,0.33370432801072375,0.32594898516417337,0.0731240444892411,0.041045790078687985,-0.4299820761389083,0
3333333332,1.0,0.17708185008949892,0.24859912259297634,0.20813943730063772,0.14983324276113838,0.04489656512211858,-0.591883761008196,0
3333333333,2.2940638054854676,0.4579471268724402,0.4103363212821904,0.423992178331869,0.2539243335364319,0.2761448575270624,1.416763473570016,0
3333333333,1.5306334314716554,0.5387316769912567,0.44985642783510504,0.2922027560477968,0.3085431480757271,0.22597448716174207,0.9466597966862257,0
2222222223,1.2919274171307829,0.41076253206977614,0.366177745672332,0.22467432869530665,0.20665044701911112,0.060111229869501626,0.514439162606849,0
1111111112,4.8327812749959005,1.0,0.6614571419436349,0.6875337980713859,0.5822283550860189,0.6408978170380055,3.0,1
2222222221,1.7418164494205366,0.494407906119401,0.48119981190571925,0.5085750748921148,0.34641917101749115,0.06819018692872843,0.5770465429193087,0
1111111114,3.3927681819347457,0.7733624532596199,1.0,1.0,0.5305300820876717,0.5754197608907883,3.0,1
1111111113,1.9607961029275125,0.8048259461906161,0.9755517569040522,0.33184822448427076,0.23487161941240164,0.1177917055886083,-0.31629836097616115,0
3333333333,3.672514514467335,0.704988276105507,0.851303382378348,0.6649847748359182,0.5045556650012957,0.47498523607185644,3.0,1
1111111114,2.4399690682108566,0.493425512484168,0.6566001914298818,1.0,0.2822116669019229,0.2917722604611431,3.0,0
1111111113,2.155669039110236,0.6531113860936862,0.5397248618857506,0.1494590064421724,0.2365139433066446,0.12083109882144562,-0.07137134438211412,0
1111111111,4.249421982966456,0.8640537061866482,0.8288838351659377,0.830031285117454,0.8027787144529218,0.6773745835818575,3.0,1
3333333333,4.478769465349415,0.7969210398335254,0.682366918032826,0.911463852890795,0.5348056412272685,0.4497008202186588,3.0,1
2222222222,2.1865898767432155,0.7104307792392589,0.4554655098814253,0.6167282481352765,0.3419715105446488,0.15137410878095647,1.3284716409727277,0
1111111113,4.1894597653001675,0.6073012929570336,0.7693237740198647,0.34104710321381115,0.3846779575342513,0.4722736813344189,2.771933929788795,1
3333333331,2.4961662302125616,0.24009830470874635,0.4297283920054195,0.44316801825131447,0.29076349894936676,0.15253179735471284,0.4888344011457371,0
1111111112,2.2719734832664784,0.3275936072074236,0.616942975622493,0.6702518625913988,0.45361842834679145,0.30879734104513346,1.8958750272140452,0
2222222221,1.7910443807230692,0.3924513081823745,0.5604287714013633,0.2899835957257537,0.32317457130858823,0.07347442222208568,0.20858704087346377,0
2222222221,3.527236932039117,0.6845939992562267,0.6884245854870182,0.5780530477018008,0.3678584139287979,0.40195959659456665,2.169360956601672,1
1111111113,1.7493591868726295,0.47337112578164053,0.38402464424142685,0.6028236396206378,0.11620812849432438,0.1551377837214118,0.6982045928177569,0
1111111111,5.2051123820958,1.0,0.6492518800221226,0.9273013026679868,0.469615796851885,0.6515048994565394,3.0,1
1111111114,3.321123620267505,0.6495405035552683,0.8205028208227754,0.9082520894793257,0.7403512469459845,0.6880870042320334,3.0,1
